Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"Platform","api","GET","/api/snowflake/explorer/recent-activity","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Account-wide unified activity feed (paginated)","RETAIL_DATA_ENGINEER","Objects Explorer › Recent Activity","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/recent-activity/export","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Stream the recent-activity feed as CSV","RETAIL_DATA_ENGINEER","Objects Explorer › Recent Activity Export","P2","MISSING","not-probed"
"Platform","api","GET","/api/snowflake/explorer/schemas","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Schema inventory","RETAIL_DATA_ENGINEER","Objects Explorer › Schemas","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/schemas/{database}/{schema}/audit","","","database*, schema*, account_id, search, last_queried_from, last_queried_to, sort_by, sort_dir, page, page_size","","object","Audit events for all objects in a schema","RETAIL_DATA_ENGINEER","Objects Explorer › Schemas Audit","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/schemas/{database}/{schema}/governance","","","database*, schema*","","object","Schema-level governance rollup","RETAIL_DATA_ENGINEER","Objects Explorer › Schemas Governance","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/schemas/{database}/{schema}/lineage","","","database*, schema*, direction, depth","","object","Schema-level lineage graph","RETAIL_DATA_ENGINEER","Objects Explorer › Schemas Lineage","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/scoring/definitions","","","","","object","Health/risk/governance scoring formulas","RETAIL_DATA_ENGINEER","Objects Explorer › Scoring Definitions","P2","MISSING","served (gated)"
"Platform","api","POST","/api/snowflake/explorer/selection-review","yes","","","SelectionReviewBody","object","Aggregator across a set of selected object_ids","RETAIL_DATA_ENGINEER","Objects Explorer › Selection Review","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/snowflake/explorer/summary","","","account_id, database, schema","","object","Global summary cards","RETAIL_DATA_ENGINEER","Objects Explorer › Summary","P2","MISSING","served (gated)"
"Platform","api","POST","/api/snowflake/explorer/sync","yes","","","SyncRequest","object","Trigger a metadata refresh","RETAIL_DATA_ENGINEER","Objects Explorer › Sync","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/snowflake/explorer/sync/{sync_id}","","","sync_id*","","object","Single sync run status","RETAIL_DATA_ENGINEER","Objects Explorer › Sync","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/sync/history","","","limit, offset","","object","Past sync runs (newest first)","RETAIL_DATA_ENGINEER","Objects Explorer › Sync History","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/sync/status","","","account_id, database, schema","","object","Latest sync status","RETAIL_DATA_ENGINEER","Objects Explorer › Sync Status","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/tree","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Database/schema tree","RETAIL_DATA_ENGINEER","Objects Explorer › Tree","P2","MISSING","served (gated)"
"Platform","api","POST","/api/workspace/cache/install","yes","","","","object","Create EVENT_STORE.USER_* tables (idempotent)","ACCOUNTADMIN","User Workspace › Cache Install","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/workspace/investigation-modes","","","","","object","Static catalog of pre-built filter presets","any","User Workspace › Investigation Modes","P2","MISSING","served (open)"
"Platform","api","GET","/api/workspace/recently-opened","","","limit","","object","List recently-opened objects (current user)","any","User Workspace › Recently Opened","P2","MISSING","served (gated)"
"Platform","api","GET","/api/workspace/saved-views","","","page, include_shared, limit, offset","","object","List the current user's saved filter snapshots","any","User Workspace › Saved Views","P2","MISSING","served (gated)"
"Platform","api","POST","/api/workspace/saved-views","yes","","","CreateSavedViewBody","object","Create a saved view","any","User Workspace › Saved Views","P1","MISSING","mutation (not probed)"
"Platform","api","PATCH","/api/workspace/saved-views/{view_id}","yes","","view_id*","UpdateSavedViewBody","object","Update a saved view","any","User Workspace › Saved Views","P1","MISSING","mutation (not probed)"
"Platform","api","DELETE","/api/workspace/saved-views/{view_id}","yes","","view_id*","","object","Delete a saved view","any","User Workspace › Saved Views","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/workspace/touch","yes","","","TouchBody","object","Record that the user opened an object","any","User Workspace › Touch","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/workspace/watchlist","","","limit","","object","List watchlisted objects (current user)","any","User Workspace › Watchlist","P2","MISSING","served (gated)"
"Platform","api","POST","/api/workspace/watchlist","yes","","","WatchlistAddBody","object","Add an object to the watchlist","any","User Workspace › Watchlist","P1","MISSING","mutation (not probed)"
"Platform","api","DELETE","/api/workspace/watchlist/{object_id}","yes","","object_id*","","object","Remove from watchlist","any","User Workspace › Watchlist","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/breakdown","","","","","object","Cache key breakdown by class","ACCOUNTADMIN","Administration › Breakdown","P2","MISSING","served (gated)"
"Platform","cache","POST","/cache/clear/all","yes","","","","object","Clear all cache","ACCOUNTADMIN","Administration › Clear All","P1","MISSING","mutation (not probed)"
"Platform","cache","POST","/cache/clear/pattern","yes","","pattern","","CacheClearResponse","Clear cache by pattern","ACCOUNTADMIN","Administration › Clear Pattern","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/dashboard","","","","","object","Cache dashboard","ACCOUNTADMIN","Administration › Dashboard","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/health","","","","","object","Cache health check","ACCOUNTADMIN","Administration › Health","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/invalidations","","","limit","","object","Recent cache invalidations","ACCOUNTADMIN","Administration › Invalidations","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/keys","","","pattern","","CacheKeysResponse","List cache keys","ACCOUNTADMIN","Administration › Keys","P2","MISSING","served (gated)"
"Platform","cache","POST","/cache/keys","yes","","","CacheSetRequest","object","Set cache key","ACCOUNTADMIN","Administration › Keys","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/keys/{key}","","","key*","","CacheKeyResponse","Get cache key value","ACCOUNTADMIN","Administration › Keys","P2","MISSING","served (gated)"
"Platform","cache","DELETE","/cache/keys/{key}","yes","","key*","","object","Delete cache key","ACCOUNTADMIN","Administration › Keys","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/kpis","","","","","object","Granular cache KPIs","ACCOUNTADMIN","Administration › KPIs","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/performance","","","","","object","Cache performance stats","ACCOUNTADMIN","Administration › Performance","P2","MISSING","served (gated)"
"Platform","cache","POST","/cache/refresh/start","yes","","","","object","Start cache refresh","ACCOUNTADMIN","Administration › Refresh Start","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/refresh/status","","","","","object","Cache refresh status","ACCOUNTADMIN","Administration › Refresh Status","P2","MISSING","served (gated)"
"Platform","cache","POST","/cache/refresh/stop","yes","","","","object","Stop cache refresh","ACCOUNTADMIN","Administration › Refresh Stop","P1","MISSING","mutation (not probed)"
"Platform","cache","POST","/cache/refresh/trigger/{job_name}","yes","","job_name*","","object","Trigger refresh job","ACCOUNTADMIN","Administration › Refresh Trigger","P1","MISSING","mutation (not probed)"
"Platform","cache","GET","/cache/stats","","","","","CacheStatsResponse","Cache statistics","ACCOUNTADMIN","Administration › Stats","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/svc-health","","","","","object","Service account health check","ACCOUNTADMIN","Administration › Svc Health","P2","MISSING","served (gated)"
"Platform","cache","GET","/cache/test-connection","","","","","object","Test cache connection","ACCOUNTADMIN","Administration › Test Connection","P2","MISSING","served (gated)"
"Platform","cache","POST","/cache/warmup","yes","","","CacheWarmupRequest","object","Warm up cache","ACCOUNTADMIN","Administration › Warmup","P1","MISSING","mutation (not probed)"
"Platform","cache","POST","/cache/warmup/trigger","yes","","","","object","Trigger cache warmup","ACCOUNTADMIN","Administration › Warmup Trigger","P1","MISSING","mutation (not probed)"
